distance_km,traffic_level,rain_mm,departure_min,vehicle_type,travel_time_min
8.37,8,0.0,171,1,46.1
7.85,4,3.9,34,0,42.6
7.94,3,4.1,97,1,34.4
7.59,7,3.2,108,0,45.1
7.9,7,0.0,179,0,45.6
8.25,7,1.0,175,0,39.1
7.88,6,3.0,139,1,41.1
8.16,6,0.0,42,0,39.7
7.95,7,0.0,74,0,42.1
8.08,4,0.0,114,0,34.9
7.71,5,0.0,176,0,42.3
8.02,8,0.0,54,0,41.3
7.3,4,0.0,158,0,38.9
7.95,6,0.0,74,0,41.5
7.59,7,0.0,124,0,47.3
8.3,10,0.0,156,1,48.0
8.19,5,3.4,147,0,46.9
8.12,5,3.1,157,1,40.5
8.38,8,0.0,161,0,48.2
7.76,8,0.0,94,1,39.3
8.44,7,0.0,103,0,45.8
8.23,5,0.0,161,1,37.0
7.94,4,0.0,40,1,31.8
8.28,6,2.6,125,1,43.5
7.72,8,0.0,172,1,44.0
7.79,8,6.4,169,0,51.9
7.85,2,3.6,160,0,40.5
7.87,5,0.0,36,0,38.4
7.74,5,0.0,169,1,35.4
8.31,10,0.0,171,0,51.7
7.94,7,0.0,144,1,42.0
8.09,5,0.0,93,0,45.4
7.86,1,2.4,122,1,24.9
7.54,6,5.8,155,1,42.8
8.07,2,4.3,161,0,41.1
7.52,8,0.0,100,1,43.2
7.98,7,0.0,98,0,42.9
7.66,5,0.0,152,1,31.6
8.5,5,0.0,146,1,43.2
8.23,8,0.0,125,1,42.5
8.03,4,0.0,112,0,34.4
8.32,4,0.0,143,0,39.6
7.79,9,4.5,39,1,49.4
8.14,8,2.7,50,1,44.3
8.05,8,0.0,133,0,45.6
8.07,3,7.7,78,1,36.5
8.32,3,0.0,157,0,37.5
8.18,1,0.0,156,1,27.9
8.07,4,1.8,149,1,36.7
7.59,7,0.0,171,1,39.0
7.76,4,10.6,64,0,38.5
7.97,7,0.0,87,1,41.6
8.02,4,2.3,85,0,36.6
7.72,5,5.1,157,0,43.0
8.6,10,0.0,126,0,50.0
8.38,4,0.0,85,0,35.6
8.15,5,0.0,63,0,36.8
8.02,4,0.0,169,1,34.2
7.95,2,0.0,147,1,29.5
7.76,5,3.0,127,1,38.6
8.02,5,0.0,177,1,42.5
8.06,7,4.2,165,1,47.3
7.69,8,6.1,72,0,46.6
8.08,6,0.0,124,0,40.2
7.96,1,0.0,121,1,22.4
7.52,6,0.0,164,1,36.9
7.78,2,0.0,66,0,27.5
7.9,6,0.0,116,1,38.6
8.47,7,0.0,140,1,47.8
8.14,3,0.0,175,1,33.0
7.67,8,0.0,170,1,39.5
8.12,9,1.7,127,1,46.3
7.61,8,0.9,137,1,42.0
8.27,4,0.0,165,0,43.2
7.88,6,0.0,153,1,33.8
7.98,9,0.9,168,0,47.4
8.33,4,13.6,170,0,50.2
7.68,8,0.0,163,1,39.0
7.65,1,0.0,32,0,29.0
7.85,1,0.0,95,0,27.7
8.26,7,0.0,109,0,47.4
7.62,7,0.0,145,0,43.7
7.3,7,0.0,94,0,41.0
7.89,9,0.0,97,0,49.2
8.14,2,0.0,109,0,33.1
8.3,4,0.0,176,0,36.1
7.88,9,0.0,114,0,46.4
7.9,3,4.7,64,1,28.2
8.29,7,0.0,31,1,36.5
7.53,6,1.3,83,0,33.9
7.9,2,0.0,174,0,41.4
8.05,4,0.0,176,1,36.1
8.11,6,0.0,127,0,43.9
7.87,8,0.0,142,1,41.0
8.01,7,0.0,159,1,43.8
7.38,6,0.0,45,0,40.3
7.84,5,6.9,105,0,45.7
8.11,4,5.4,141,1,38.3
7.75,2,0.0,170,0,36.9
8.01,5,2.5,151,0,40.2
8.11,1,0.0,101,1,28.6
7.91,3,0.0,171,0,36.6
8.04,5,0.0,144,1,33.9
7.76,5,0.0,163,1,31.8
7.95,1,0.0,107,0,29.4
8.15,6,0.0,30,0,38.6
8.04,6,0.0,69,1,36.6
7.85,2,0.0,173,0,37.4
8.06,9,0.0,39,0,50.2
8.18,2,0.0,135,1,32.9
7.49,8,0.0,110,0,46.4
8.29,1,0.0,113,0,31.1
7.92,8,4.0,109,0,48.6
8.11,1,0.0,48,1,27.2
8.3,7,0.0,60,1,40.4
7.66,5,0.0,47,1,35.3
7.82,7,3.7,44,0,43.6
7.93,5,0.0,52,0,35.9
7.8,2,0.0,148,1,31.1
8.43,7,0.0,59,1,39.5
7.79,2,6.9,87,0,40.0
7.86,9,0.0,143,1,44.5
8.05,2,0.0,58,1,36.8
7.7,5,0.0,171,1,42.3
7.9,7,0.0,120,1,37.4
8.08,5,0.0,177,0,45.3
7.92,3,2.8,74,1,31.9
7.98,7,0.0,38,0,43.2
7.87,7,0.0,135,1,45.9
7.62,9,0.0,98,1,41.5
8.08,5,0.0,132,0,38.8
8.44,6,0.0,119,1,42.1
8.0,5,0.0,117,0,38.4
8.06,4,0.0,165,1,29.2
8.17,7,0.0,74,0,45.9
7.68,4,0.0,123,0,37.8
8.43,5,3.0,111,1,39.1
8.05,5,0.0,145,1,37.9
8.41,7,2.8,43,0,51.1
7.82,9,0.0,127,0,51.2
8.45,7,0.0,120,1,39.5
8.19,5,0.0,178,1,39.2
8.14,7,0.0,154,0,48.9
8.06,6,0.0,67,1,40.9
7.94,2,2.4,124,1,26.9
8.3,2,4.4,158,1,33.0
8.04,1,0.0,126,1,24.7
7.51,5,2.0,102,1,38.0
7.72,8,0.0,105,1,39.3
7.95,4,3.0,104,1,40.3
8.08,5,0.0,35,1,38.1
7.99,9,8.6,152,0,53.8
8.3,8,0.0,137,0,43.7
7.51,7,5.5,88,1,39.7
8.04,4,0.0,140,0,39.5
7.55,2,0.0,95,0,33.7
8.19,1,0.0,84,1,27.1
7.98,2,3.4,153,1,25.3
8.1,4,0.0,160,0,40.9
7.78,6,0.0,139,1,32.8
8.32,2,0.0,158,1,25.6
8.26,3,3.9,104,0,40.7
8.15,3,0.0,49,0,29.9
7.97,6,0.0,137,1,40.0
8.14,6,2.6,86,1,40.0
7.82,6,0.0,157,1,37.0
8.21,4,0.0,103,0,38.0
8.41,5,0.0,145,1,36.7
8.27,2,5.0,130,1,34.1
7.82,3,0.0,161,1,31.8
8.09,8,0.0,163,1,43.2
7.68,10,5.0,48,0,48.7
8.14,6,0.0,93,0,38.6
8.11,9,8.0,167,1,54.4
7.53,6,0.0,109,1,35.9
7.71,1,0.0,125,0,26.8
7.93,10,0.0,73,0,47.8
7.92,2,0.0,130,0,31.5
7.7,7,0.0,87,0,41.1
8.1,4,0.0,163,0,41.1
8.06,5,6.8,76,1,37.6
7.95,6,0.0,103,1,37.0
7.81,5,2.0,54,1,37.3
8.26,4,0.0,134,1,36.8
8.41,4,0.0,175,1,35.0
7.88,4,9.5,71,0,44.2
7.85,9,0.0,35,1,45.2
8.12,8,1.9,112,0,49.9
7.91,5,0.0,154,0,41.3
7.97,3,0.0,178,0,36.3
8.18,8,0.0,44,0,41.1
7.52,3,0.0,158,0,31.0
8.33,3,0.0,104,0,35.3
8.02,5,2.2,67,0,39.4
7.9,8,0.0,74,1,40.8
7.98,3,0.0,173,1,33.4
7.99,2,1.8,160,0,39.3
7.57,5,3.2,95,0,44.6
8.37,4,0.0,174,0,36.6
8.01,6,0.0,57,0,40.8
8.11,5,0.0,97,1,36.3
8.24,5,0.0,142,1,39.9
7.74,2,0.0,180,0,39.4
8.12,3,3.4,118,0,44.0
7.93,8,0.0,161,0,49.4
8.21,8,0.0,172,0,48.4
7.47,4,1.2,32,0,33.1
7.98,2,0.0,92,0,39.6
7.85,2,5.3,55,0,31.6
8.11,6,0.0,157,1,42.7
8.12,7,0.0,132,1,40.9
7.82,5,1.7,54,1,31.2
7.82,7,0.0,112,1,45.5
7.97,7,3.0,125,0,40.6
7.78,9,0.0,148,0,42.2
8.21,2,7.4,157,0,41.2
7.91,3,0.0,53,1,29.1
7.3,2,0.0,121,1,29.6
7.91,8,0.0,68,0,44.4
7.74,8,0.0,154,0,48.4
7.59,6,0.0,143,1,37.6
7.69,2,0.0,151,0,35.9
8.03,4,0.0,50,1,35.2
8.33,4,0.0,124,0,43.0
8.08,6,1.1,164,0,47.8
7.85,4,0.0,150,1,34.6
8.11,2,0.0,166,0,36.7
7.89,7,0.0,77,0,43.7
7.83,4,0.0,91,1,34.4
7.71,5,2.9,115,0,36.5
7.56,2,0.0,126,0,34.3
7.9,8,0.0,85,0,46.7
8.04,6,0.0,106,0,46.9
7.98,9,3.6,147,0,54.8
7.9,5,0.0,142,0,40.5
7.76,9,2.7,58,0,47.3
8.15,8,0.0,179,0,45.3
7.67,6,4.5,131,1,46.5
8.19,9,0.0,121,0,45.7
7.75,4,1.5,177,1,30.8
7.81,5,0.0,64,0,40.1
7.63,1,0.0,129,0,30.4
7.87,6,2.9,160,0,45.2
8.24,7,0.0,109,1,41.8
8.13,7,0.0,152,0,42.1
8.24,3,0.2,170,0,38.5
8.13,5,0.0,87,0,38.0
7.72,3,0.0,83,1,29.0
7.92,7,0.0,103,1,44.6
7.8,3,0.0,112,0,36.8
8.33,9,0.9,58,1,38.0
7.7,4,0.0,82,0,36.2
8.22,4,0.0,167,1,39.6
8.22,8,0.0,132,1,40.4
8.46,5,0.0,88,0,37.2
7.9,1,0.5,175,0,35.5
8.18,5,2.1,157,0,41.1
8.57,2,0.0,103,1,25.0
7.85,10,0.0,156,0,54.9
7.62,6,3.1,135,1,39.6
7.53,4,0.0,146,1,35.1
8.18,6,0.0,97,0,41.4
7.53,2,0.0,78,1,30.9
7.91,8,0.0,86,1,38.7
8.11,9,0.4,52,0,48.9
8.05,8,0.0,119,1,47.3
8.11,4,6.2,110,0,37.0
8.06,4,0.0,30,0,32.6
8.32,1,0.0,166,1,34.9
7.76,7,5.5,146,1,47.7
7.83,6,1.8,116,1,36.9
7.81,5,2.3,177,0,38.6
8.21,9,0.0,174,0,51.4
8.23,3,9.0,54,0,40.2
8.11,1,0.0,138,1,28.4
8.3,2,0.0,161,1,39.0
7.71,3,0.0,71,0,34.9
8.42,1,0.0,62,0,27.6
8.38,6,2.6,87,1,43.5
8.18,4,0.0,90,1,34.1
8.45,3,0.0,177,0,36.0
7.59,7,0.0,157,1,43.8
7.87,3,0.0,46,1,34.1
7.82,7,0.0,158,0,45.3
8.18,4,0.0,70,0,33.4
7.74,6,0.0,102,1,37.9
8.19,9,0.0,96,1,42.3
8.34,1,5.4,89,1,31.6
8.17,6,0.0,95,0,43.7
8.07,8,0.0,154,0,41.5
7.75,6,3.6,88,0,44.5
7.79,4,0.0,160,0,37.0
8.31,5,1.0,53,0,37.3
8.19,7,0.0,135,0,40.9
7.99,8,4.5,166,1,44.0
7.9,1,0.0,51,0,33.8
7.49,2,0.0,140,0,34.9
7.73,4,0.0,124,1,37.7
8.48,4,0.0,98,1,32.4
7.68,4,6.0,56,0,43.7
8.05,3,0.0,145,1,32.9
8.25,3,0.0,95,0,32.7
7.69,3,0.0,100,0,30.6
8.05,9,3.2,150,0,48.2
8.23,3,1.5,175,1,33.1
8.0,3,0.0,99,1,28.9
8.7,4,0.0,153,1,39.9
7.58,9,0.0,176,0,56.8
8.26,7,0.0,55,1,39.0
7.96,7,0.0,127,0,43.4
8.19,2,0.0,33,1,22.3
8.11,8,1.1,162,0,45.6
7.82,5,2.6,91,0,35.0
8.06,4,0.0,99,1,36.4
7.54,6,0.0,147,0,47.3
8.15,8,3.7,158,0,46.7
8.07,7,0.0,109,0,43.2
8.16,8,0.0,144,1,43.6
8.26,9,3.4,176,0,54.8
8.09,4,0.0,169,0,39.4
8.04,5,0.0,148,0,46.9
7.78,1,0.0,175,0,29.7
7.82,8,0.0,168,1,46.9
8.3,3,0.0,151,1,32.1
8.36,8,0.0,172,1,40.9
7.94,4,0.0,161,0,42.8
8.01,5,4.4,123,1,45.0
7.77,1,0.0,123,1,28.5
8.29,4,0.0,32,0,33.6
8.17,8,0.0,38,1,37.7
8.49,1,0.0,153,1,31.7
7.78,5,3.4,130,0,35.0
7.91,1,0.0,155,1,31.2
8.06,5,0.0,175,1,37.1
8.16,3,0.0,116,1,31.2
7.95,4,0.0,53,1,29.0
7.78,8,0.0,139,0,41.9
8.22,5,0.0,55,1,35.0
8.18,4,0.0,139,1,36.0
7.77,6,6.2,127,0,44.9
8.34,3,1.4,149,0,41.0
8.29,4,5.0,101,1,37.7
8.03,6,1.4,65,1,40.2
8.02,4,8.1,82,1,33.8
8.14,7,5.0,146,0,46.8
7.78,5,0.0,120,0,43.5
8.01,7,0.0,128,1,44.2
7.46,9,1.6,97,1,45.3
8.22,2,0.0,163,1,30.7
7.61,4,0.0,180,0,35.4
8.38,4,0.0,95,1,33.0
7.92,3,0.0,150,0,37.8
7.95,8,0.0,70,1,35.6
7.84,7,0.0,153,0,50.0
7.93,5,0.0,113,0,42.9
8.35,6,0.5,137,1,44.1
7.38,2,5.2,83,0,35.3
8.32,6,5.2,165,0,47.4
8.08,8,3.7,71,0,48.3
7.7,6,0.0,173,0,41.5
7.73,4,0.0,46,0,40.9
8.42,7,0.0,91,0,43.8
7.76,5,1.8,131,0,39.0
7.71,6,0.0,166,0,41.7
8.28,5,1.3,133,0,39.3
8.08,5,0.0,79,0,41.0
7.77,7,2.6,166,0,44.8
8.05,8,0.0,135,0,46.4
7.74,1,3.8,82,1,32.3
8.28,9,0.0,131,1,49.6
8.27,6,0.0,145,1,37.2
8.13,7,0.0,146,0,48.6
8.09,8,6.5,151,0,47.0
8.44,5,0.0,170,0,37.7
8.0,8,4.5,162,1,46.2
7.7,3,6.7,137,0,39.9
8.11,3,2.8,39,1,31.1
8.52,7,0.0,154,1,44.6
7.75,8,0.0,178,1,43.2
7.91,8,0.0,94,1,36.0
8.1,6,4.3,137,1,41.6
7.99,6,3.2,156,0,40.2
7.75,4,3.3,141,1,36.4
8.28,10,0.0,173,1,46.1
8.58,4,0.0,119,1,37.4
8.05,7,3.8,127,0,50.7
7.77,6,0.0,40,0,33.6
7.61,6,2.0,170,1,34.4
8.06,5,0.0,87,0,37.9
8.28,9,0.0,178,0,54.2
8.12,6,3.6,76,0,43.4
8.0,9,0.0,86,0,46.1
7.85,1,0.0,121,0,27.2
7.73,6,5.8,143,0,47.5
8.21,7,0.0,115,0,49.0
8.23,7,0.5,102,0,38.7
7.61,9,1.4,128,0,49.4
8.4,1,0.0,176,1,38.1
8.14,1,0.0,177,0,31.0
8.35,5,0.0,98,1,36.2
7.66,1,0.0,146,0,30.6
7.66,10,0.0,151,0,49.5
7.96,3,1.5,142,0,40.0
8.13,5,0.0,58,1,40.5
8.45,2,0.0,128,0,29.3
8.18,6,0.0,155,0,40.5
7.94,5,0.0,76,1,38.9
7.74,1,0.0,101,1,28.4
8.31,4,8.6,77,1,40.4
7.76,5,0.0,169,0,42.6
8.41,10,0.0,166,1,50.3
7.93,3,0.0,70,1,32.0
8.4,6,0.0,155,1,39.9
8.17,10,0.0,103,0,49.8
7.97,8,11.7,146,0,53.6
7.87,10,0.0,122,0,49.1
7.91,9,0.0,119,1,46.6
8.11,5,0.0,168,0,42.2
8.02,7,0.0,140,0,39.1
7.85,2,0.0,82,0,30.9
7.96,5,0.0,58,0,37.7
8.02,8,0.0,174,0,52.5
7.47,6,0.0,67,0,38.0
8.11,7,0.0,152,1,42.5
7.76,7,0.0,122,1,40.2
7.71,4,0.0,64,0,39.0
7.58,8,0.9,157,0,43.2
7.55,5,0.0,171,0,37.7
7.66,3,8.0,60,1,31.8
7.82,8,0.0,48,0,43.6
8.49,5,0.0,165,1,34.7
7.87,7,0.0,123,1,45.2
8.04,6,2.5,145,1,42.4
8.1,5,0.0,115,0,41.5
8.03,8,0.0,111,1,49.3
7.98,6,0.0,93,0,39.9
7.7,5,0.0,131,0,41.7
8.36,2,0.0,68,1,31.1
8.45,8,0.0,150,0,52.8
7.58,1,0.0,129,0,32.1
7.74,8,0.0,165,0,45.4
7.93,5,0.0,172,0,42.3
7.76,6,0.0,170,1,37.8
8.13,9,0.0,136,1,44.8
7.82,3,0.0,96,1,31.0
8.54,6,0.0,102,1,39.1
8.3,7,0.0,142,0,42.7
8.05,7,0.0,149,0,38.2
8.26,6,0.0,68,0,41.8
8.28,6,0.0,180,0,45.4
7.86,7,0.0,57,1,39.9
7.8,8,0.0,137,1,48.9
8.02,7,0.0,127,0,39.7
8.22,5,0.0,135,1,42.3
8.03,10,0.0,127,1,55.4
7.61,5,0.9,45,0,42.2
7.8,1,0.0,180,0,31.1
7.98,5,0.0,179,1,39.7
7.98,2,0.0,126,0,30.8
8.49,2,0.0,77,1,27.9
7.65,4,4.2,73,0,42.8
8.13,2,1.7,45,0,34.2
8.37,7,2.0,137,1,45.9
8.57,2,6.4,120,0,34.9
7.9,3,0.0,111,1,27.3
8.12,2,0.0,126,1,33.6
8.14,2,1.0,167,1,33.6
8.05,4,0.0,49,1,31.5
7.98,6,3.8,129,0,49.5
8.11,9,0.0,148,0,51.3
7.37,8,0.0,178,0,43.8
8.17,8,13.4,153,1,46.8
8.03,3,0.0,129,0,37.3
7.94,4,0.7,156,1,34.3
8.51,2,0.0,180,0,35.7
7.83,7,0.0,169,0,44.4
7.9,2,3.7,53,0,37.3
8.5,6,0.0,133,1,43.0
7.79,4,0.0,158,0,37.7
7.86,4,0.0,145,0,37.4
7.96,10,5.8,111,0,54.6
8.21,7,5.6,97,1,48.1
8.05,8,0.0,139,0,47.1
7.68,6,0.0,111,0,39.0
7.87,8,0.9,108,0,42.4
7.85,6,0.4,163,1,39.7
7.98,9,0.0,96,0,44.0
8.11,4,0.0,141,1,36.3
8.1,6,1.6,167,0,45.8
7.56,7,0.0,139,1,44.0
8.27,5,2.5,122,1,38.2
8.06,8,0.0,40,0,47.0
8.35,10,0.0,146,0,57.1
8.11,5,0.0,180,1,38.9
8.28,5,3.1,160,0,50.1
8.12,5,0.0,140,0,44.8
8.34,8,0.0,119,0,45.6
8.13,6,0.0,80,0,49.8
7.98,1,1.8,147,1,29.4
8.57,6,0.0,72,0,46.0
8.22,1,0.0,169,0,34.7
8.14,7,0.0,102,1,41.7
7.68,4,0.0,109,1,37.2
7.68,5,0.0,79,0,38.0
8.07,8,0.0,120,1,43.1
8.04,1,0.0,146,0,31.5
7.85,3,3.4,94,1,29.7
8.04,5,1.6,148,0,44.7
8.4,3,10.5,138,0,41.1
8.17,4,0.0,105,1,35.0
7.71,10,1.5,95,1,47.1
7.97,8,0.0,166,1,46.3
7.8,8,0.0,33,1,40.1
7.9,9,0.0,150,0,48.2
7.9,4,0.0,111,1,35.1
7.88,4,0.0,150,0,39.0
7.69,4,0.0,124,0,33.6
7.97,8,0.0,52,0,43.8
7.86,7,0.0,179,1,46.2
7.3,4,0.0,52,0,41.0
8.51,5,0.0,68,1,31.2
8.27,6,0.0,112,0,44.7
7.91,6,0.0,175,1,40.5
8.0,8,0.0,92,1,40.6
7.71,5,0.0,132,0,38.0
8.42,9,0.0,126,1,43.8
8.47,5,1.8,98,0,37.1
8.04,7,0.0,148,1,43.1
8.26,9,0.0,123,1,51.5
8.04,9,1.8,133,1,48.0
7.67,2,0.0,78,0,31.4
7.9,3,0.0,173,0,34.7
8.03,5,0.0,58,0,35.0
7.89,5,0.0,147,1,37.2
7.95,6,0.0,169,1,37.1
7.98,9,1.1,52,0,50.3
7.98,2,0.0,38,0,28.8
8.01,5,0.0,99,1,33.5
7.73,3,0.0,158,0,42.4
7.82,8,3.2,150,0,52.5
7.68,9,0.8,162,0,45.8
8.24,5,0.0,108,1,34.2
7.47,2,0.0,180,0,32.9
8.29,7,0.0,104,1,40.8
8.35,7,0.0,160,1,41.7
7.92,5,0.0,101,0,42.8
7.35,8,0.0,79,1,41.0
7.91,10,7.2,99,1,51.0
7.98,6,0.0,74,0,38.5
7.75,6,0.0,62,1,33.3
7.87,4,0.0,103,0,34.7
8.38,6,0.0,65,0,38.5
8.17,5,0.0,123,1,33.3
7.77,4,9.9,40,0,43.6
7.6,2,0.0,113,1,31.6
7.92,4,1.2,176,0,38.5
7.95,3,0.0,103,1,35.5
8.12,6,0.0,64,0,42.2
7.87,6,0.0,94,0,37.5
8.13,6,0.0,158,1,35.9
8.48,5,0.0,96,0,41.0
8.2,5,0.0,106,1,38.1
7.99,8,0.0,158,1,40.4
7.95,5,1.4,87,0,37.7
7.91,10,0.0,120,1,49.9
8.3,5,0.0,47,0,42.9
7.84,6,0.0,71,1,37.2
8.01,2,0.0,78,1,28.9
8.01,7,0.0,118,1,39.6
7.87,8,0.0,162,0,51.6
7.66,9,0.0,102,1,45.7
8.08,10,0.0,106,1,44.9
7.98,4,3.0,94,0,40.7
8.13,6,2.5,97,0,40.8
7.87,5,0.0,109,0,36.1
8.31,6,0.0,170,1,39.7
7.78,3,1.3,37,0,30.4
8.43,8,0.0,139,1,42.1
7.56,9,0.0,169,0,44.6
8.11,5,12.9,111,1,42.2
8.12,4,0.0,142,0,36.8
7.8,3,2.2,134,1,29.4
8.11,7,0.0,100,0,45.3
8.32,4,0.0,64,0,31.2
7.45,9,0.0,79,0,44.7
8.13,7,2.6,45,0,45.6
7.38,6,0.0,155,1,41.7
7.76,6,0.0,127,1,36.7
8.41,1,2.6,158,1,34.6
7.85,9,5.2,92,1,46.2
7.71,6,8.0,160,0,53.8
7.95,10,0.0,95,1,42.3
8.52,6,1.8,60,0,39.4
7.54,7,0.0,127,1,40.5
7.74,2,0.0,175,0,30.2
8.37,6,3.3,111,0,42.3
8.46,7,0.0,125,0,46.7
7.97,7,0.0,116,1,41.4
7.69,7,0.0,117,1,40.0
8.52,3,1.5,79,0,36.1
8.4,10,0.0,112,1,41.0
8.17,10,0.0,123,1,48.6
7.8,2,0.0,153,0,31.6
7.99,9,0.0,64,1,42.6
7.96,4,1.4,132,0,33.7
8.08,7,0.0,144,1,43.9
8.36,4,0.0,106,0,39.5
8.22,9,0.2,129,0,45.8
7.73,2,0.0,149,1,30.7
8.34,5,0.0,118,0,45.3
8.08,5,0.0,99,1,36.6
8.17,4,4.3,162,1,32.6
8.37,6,0.0,179,1,39.8
7.72,3,0.0,79,1,30.7
7.99,7,0.0,169,1,48.8
7.87,10,0.0,129,0,46.9
7.61,8,3.4,116,0,46.7
8.09,8,4.6,170,1,44.5
8.63,5,0.0,171,1,42.3
7.54,4,0.0,89,0,34.2
7.99,6,2.1,103,1,31.3
8.16,1,0.0,165,0,31.4
8.03,9,0.0,122,0,48.2
7.97,3,1.2,91,0,36.1
7.68,9,0.0,177,1,46.9
8.06,2,0.0,79,0,33.9
7.81,8,0.0,137,1,42.9
7.45,3,6.6,113,1,34.8
8.3,1,0.0,116,1,28.5
8.24,7,3.6,57,0,43.6
8.01,4,1.7,86,1,36.1
8.06,7,7.0,70,1,46.4
8.27,6,1.1,154,1,41.0
8.06,2,0.0,148,1,29.5
8.23,9,4.4,159,1,46.5
7.93,5,0.0,148,0,41.3
8.33,7,3.0,62,0,41.9
8.08,6,0.0,178,1,41.2
8.05,6,0.0,74,1,37.9
7.68,4,0.0,101,1,36.2
8.07,3,0.7,149,1,37.8
7.79,6,0.0,64,0,30.5
7.84,5,0.0,70,0,37.1
7.8,5,4.1,168,0,36.7
7.73,7,0.0,98,0,46.1
8.53,7,0.0,144,1,43.0
8.33,1,0.0,166,1,33.5
8.48,4,0.0,178,0,41.1
7.69,5,0.0,78,1,30.5
8.02,2,5.4,60,1,28.6
7.68,4,0.0,153,0,37.2
7.83,2,0.0,74,1,29.9
7.77,10,0.0,133,1,47.6
8.31,7,3.5,127,1,44.6
7.9,2,0.0,131,0,32.0
8.27,1,0.0,142,0,35.5
8.15,7,0.0,165,0,46.2
8.58,5,0.1,89,1,37.3
7.63,7,1.4,130,0,45.1
8.31,9,0.0,99,1,44.3
8.29,6,0.0,96,1,37.8
7.76,3,0.0,35,1,30.5
8.25,7,0.0,136,0,47.4
8.08,9,0.0,178,1,50.0
7.94,6,0.0,155,1,39.1
7.79,7,0.0,84,0,42.8
7.82,4,3.5,150,1,35.1
8.51,5,0.0,93,1,39.4
8.0,7,0.0,154,0,42.2
8.2,9,0.0,165,1,47.9
7.8,6,0.0,99,0,43.3
7.81,7,0.0,30,0,41.2
8.27,3,0.0,94,0,36.0
7.66,3,3.0,77,1,31.0
7.9,6,17.8,138,0,47.2
8.01,3,4.6,92,0,35.1
8.03,6,0.0,40,0,39.6
7.96,4,2.8,127,1,34.1
8.1,8,0.0,168,0,49.3
8.17,8,0.0,116,1,39.1
8.18,5,0.0,105,1,30.8
7.75,3,0.0,72,0,35.2
7.93,6,2.2,107,1,38.6
8.3,10,0.0,98,0,51.7
8.22,6,0.0,180,1,39.6
7.66,1,0.0,38,1,26.2
8.09,1,1.5,83,0,34.9
7.51,4,2.2,48,1,36.6
8.01,3,0.0,166,1,31.7
8.47,8,0.0,111,0,45.8
7.76,8,3.2,159,1,46.2
7.79,4,0.0,147,1,40.3
8.19,4,0.0,173,0,36.0
7.61,4,0.0,36,0,30.5
7.84,9,0.0,77,0,49.3
8.15,6,0.0,148,1,38.0
7.84,7,0.0,134,0,46.0
7.94,5,0.0,147,0,38.5
8.19,6,4.1,133,1,43.2
8.11,5,0.0,134,0,38.8
8.07,4,0.0,174,0,36.2
7.92,6,0.0,172,0,43.6
8.09,6,0.0,40,0,36.0
7.97,4,0.0,111,1,35.4
8.11,3,1.5,124,0,35.8
7.88,5,0.0,103,0,34.7
7.95,5,0.0,43,0,38.1
7.75,6,0.0,119,0,42.0
7.99,9,0.0,178,0,43.1
7.8,1,0.4,49,0,28.3
7.72,4,0.0,161,1,35.0
8.06,3,1.4,75,0,35.1
8.05,6,6.7,133,0,40.9
8.2,5,0.0,107,1,37.8
7.89,7,0.0,101,0,44.7
8.1,4,0.0,167,0,36.2
8.14,6,18.1,178,1,47.6
8.11,8,0.0,107,0,43.1
7.79,9,0.0,141,0,48.9
8.04,9,0.0,130,1,42.1
8.09,7,0.0,50,0,38.1
8.0,9,2.2,41,0,53.6
7.48,4,0.0,156,0,37.2
8.04,3,0.0,108,0,34.0
8.55,1,0.0,95,1,26.4
7.91,7,0.0,179,0,44.3
7.82,9,0.0,52,0,51.3
8.09,3,0.0,88,0,36.9
8.08,6,0.0,166,1,47.5
8.3,7,0.0,111,0,45.7
7.69,9,0.0,134,1,42.2
8.18,6,0.0,43,1,37.8
8.15,10,10.9,172,0,60.7
7.96,4,2.6,63,0,39.0
8.08,4,0.0,78,1,32.0
8.26,6,0.0,67,1,43.3
8.22,5,1.3,123,0,37.2
7.71,1,0.0,161,1,29.3
8.21,7,5.4,88,1,42.9
7.98,7,1.2,65,0,40.7
8.02,7,0.0,110,1,41.5
8.02,4,0.0,179,1,40.0
7.96,6,0.0,33,1,37.3
8.3,5,0.0,123,0,41.3
7.98,1,9.3,144,1,28.0
7.72,6,2.7,160,0,46.7
7.9,2,0.0,153,1,29.5
8.04,2,0.0,49,0,32.6
8.31,7,0.0,118,0,47.5
8.15,1,0.0,50,1,26.7
7.79,9,0.0,138,0,42.4
8.62,6,1.5,50,1,43.4
8.07,10,0.0,43,0,53.9
8.32,2,0.0,94,1,32.5
7.96,6,0.0,174,0,41.1
8.13,4,0.0,149,1,39.3
8.21,8,0.0,31,1,40.2
8.3,5,0.0,91,1,36.3
8.26,4,0.0,35,1,36.1
8.22,8,0.9,92,0,48.4
7.92,5,0.0,146,1,30.1
7.86,1,0.0,155,1,29.1
8.08,5,3.8,160,1,43.8
8.23,7,5.4,171,1,42.3
7.94,4,0.0,104,1,36.7
8.27,5,0.0,166,1,33.6
8.36,2,4.0,151,1,33.6
7.77,6,0.0,128,1,40.1
7.79,7,0.0,176,1,41.4
7.96,5,0.0,175,0,44.7
8.08,5,0.0,170,1,34.1
7.87,2,0.0,76,1,30.8
8.34,3,0.0,77,0,34.9
8.11,3,11.2,170,0,41.1
8.01,5,0.8,109,0,41.1
